peak-aif,Scan Nr,retention,Mass(uD),retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,clusterId1,membership1
7696,3361,18565210,330207367,18549664,22877,23829,5287.16,4585.23,79251,21020,25796,5215.65,85283,30342,22737,4908.03,4922.2,18775,5084.17,38751,5064.06,4977.2,94303,24051,4790.25,24119,4762.13,4762.91,5426.29,25200,474,0.850046155192
7697,3361,18565210,433189911,18552776,98031,86514,106509,106974,103293,98182,112235,99704,94365,100962,88072,113259,85408,113937,121393,104725,93307,105955,109781,102311,110090,90346,4751.81,4869.01,12559,100329,474,1.0
7698,3361,18565210,463124268,18450062,4702.86,5150.5,38434,38374,4537.76,4850.29,35713,41662,4540.51,4870.09,4530.48,85933,32925,82159,102054,34385,85397,84280,5460.57,50168,101367,5348.76,35771,41816,37449,78020,,
7699,3361,18565210,464128052,18527510,18647,5250.35,14954,17667,4880.37,10816,14144,17298,5069.52,5473.21,14745,20659,13240,18188,23218,16162,20877,18481,5357.22,4868.15,25046,5367.82,28718,10388,5013.19,16609,474,1.0
7700,3362,18572023,145029617,18899638,16071,15545,14858,4899.43,13110,18913,14763,20763,4643.82,25680,15071,5264.87,18928,20291,4775.07,5126.62,31436,5371.3,13055,5379.01,4758.15,12813,46043,41417,46568,5048.78,474,1.0
7701,3362,18572023,334010864,18612445,4596.26,5058.31,5481.79,4994.75,5120.97,5034.48,11578,4887.11,11563,15789,4546.09,5469.26,5261.83,12293,5139.74,4703.48,5053.8,5387.52,5016.89,5027.76,4700.72,10446,4940.98,5118.14,5368.74,5328.5,,
7702,3362,18572023,507222931,18546522,4614.58,4967.28,5401.03,4968.99,5101.76,87232,4851.69,81536,81861,89107,78380,4617.35,76415,5356.79,5203.87,4720.67,80579,4800.72,4738.96,105231,102487,86483,44034,12500,5063.81,93266,,
7703,3362,18572023,513103699,18572244,116785,96525,81908,58735,145387,92319,150849,37989,228991,211377,99629,79469,30097,119262,55078,86769,16786,59123,157347,114959,52154,178436,39860,80161,67903,111067,474,0.993232929762
7704,3362,18572023,514107727,18557024,33546,27025,21596,16222,34419,25359,42641,5157.96,62766,60369,23764,4904.97,5004.13,30613,14314,16619,4813.51,15978,43803,31917,14842,51425,10669,22829,15800,4539.21,474,0.927111050832
7705,3363,18578823,434192749,18554156,4596.7,15655,23221,24222,22660,21064,5424.92,22219,5029.93,4675.62,20091,25589,18999,21929,27864,24643,19704,24451,24905,23388,24859,21628,4813.94,5128.89,4775.05,4612.74,,
7706,3363,18578823,513269836,18559075,46240,40465,48712,44778,39378,42023,49995,38896,5093.01,43964,40366,48712,35733,51551,53829,43132,37128,45212,46686,41284,42328,30511,5171.4,5002.49,4920.61,46445,474,1.0
7707,3364,18585676,155107803,18629445,21016,20127,23485,23807,4521.19,20092,4671.92,16478,24563,24022,19584,24124,18247,20638,25226,4782.69,14953,16772,29692,17791,17502,19743,31143,54075,24384,4675.69,,
7708,3364,18585676,514271667,18438154,11297,12917,18693,16453,17453,11085,18304,14419,5293.99,14280,16314,24977,4604.67,11837,16475,13187,18293,16404,24086,4611.91,16180,13937,4682.29,5226.7,4750.65,4701.74,,
7709,3364,18585676,535181152,18714143,5383.58,5333.83,4875.63,4676.51,5062.73,4697.33,4887.26,5402.73,5383.6,5335.68,4617.38,5119.63,4926.93,5322.87,4864.64,4755.05,4687.53,5389.95,4699.85,5235.27,4504.32,4689.48,16578,17736,16121,4781.8,,
7710,3365,18596766,193049927,18822264,164663,4765.26,5327.84,4609.73,5040.01,5101.65,5456.62,4942.64,4594.09,5201.5,158458,4636.06,4850.27,5464.88,5056.7,5351.38,5489.27,5110.17,43732,4976.53,5288.19,4886.35,717467,1332791,699297,4963.75,,
7711,3365,18596766,231077347,18580452,4935.41,5489.55,5471.8,11747,13456,5368.27,10565,5354.7,5423.1,4641.53,4861.34,11440,4964.96,11383,11027,4610.34,5287.4,12329,14708,5206.98,11489,11094,4525.74,4877.31,4815.8,10490,,
7712,3365,18596766,388212280,18470960,5041.76,5274.73,4838.63,4781.65,25306,5023.76,4535.08,5121.98,27922,4669.61,4724.61,5463.89,5132.79,5217.99,4821.09,11421,5217.85,5172.84,21910,5267.31,5198.45,4824.84,5104.53,4895.12,5243.82,5160.54,,
7713,3365,18596766,460289886,18583696,17945,13594,5444.14,4780.76,49671,16606,19072,4936.97,53901,36753,14852,4516.34,5279.04,5384.16,4517.63,26778,5489.58,4747.2,77918,19574,5319.79,27222,5406.77,5234.42,4877.26,15160,,
7714,3366,18603483,334210236,18643953,23973,18823,50142,47101,24562,21454,45881,45244,16537,17055,19070,44307,39447,50463,54288,23864,41177,51058,20546,20587,48317,4919.88,5014.21,4867.57,4856.13,25765,,
7715,3366,18603483,459286865,18585382,60095,58416,22126,11218,176211,67574,67061,11228,201796,124600,54498,29476,12163,18976,4689.25,97722,4990.33,13127,266220,70012,5169.1,98152,5202.95,5042.63,4555.05,56666,,
7716,3366,18603483,559160583,18610635,5185.82,5143.61,4889.82,4644.18,4571.2,4578.95,4960.1,5060.76,4549.36,4911.51,4849.83,4657.64,5301.89,5159.21,4797.41,5468.21,4569.92,4970.28,4848.89,5080.23,4822.08,5092.68,23147,29721,25526,5290.65,,
7717,3367,18610170,197081726,18604530,5197.94,4730.62,5362.83,5440.45,5111.1,4922.46,4739.34,4531.43,5411.75,4889.91,5388.95,5261.5,5283.87,5150.41,4925.9,4830.46,4659.84,4533.23,4537.37,5400.41,5392.36,4663.19,33396,26829,27072,5082.36,475,0.994130492858
7718,3367,18610170,295060333,18623065,5029.21,11267,5009.33,5120.8,5268.84,5008.02,11451,4587.54,18552,16538,5045.93,4996.04,4685.61,10540,4699.63,4845.12,4599.58,4992.56,15645,5093.85,5390.12,4566.41,5015.83,5063.27,5001.11,5110.56,,
7719,3367,18610170,778395325,18618713,5220.51,4969.25,4505.29,4987.04,5163.06,4873.16,5087.34,5277.2,4954.18,5052.17,5480.47,5475.34,5478.36,5255.84,4568.27,4607.79,5243.24,5101.94,5403.85,5389.11,5468.6,4541.89,28755,31083,27162,5227.9,475,0.996814499779
7720,3368,18616867,263034393,18624186,41689,41681,45235,24071,39361,25351,68638,12007,73632,77685,38103,39741,11010,55701,21843,37356,5190.45,21631,55543,38224,22415,72738,26421,55735,39165,41806,,
7721,3368,18616867,336022827,18617897,24994,24976,24831,10175,26781,14464,23297,4650.88,40168,46359,4666.14,22707,5112.81,36480,5122.74,19717,5441.28,4724.38,29023,24198,11664,40065,13056,29367,21800,24818,,
7722,3368,18616867,702138916,18609290,14431,5268.26,14891,5424.67,16234,5234.5,24415,4628.82,25939,27790,4581.1,12328,5275.38,22646,4702.8,4599.18,5141.11,5365.67,20071,12556,5403.62,25453,4653.02,14700,5484.93,13587,,
7723,3369,18623396,335019470,18618900,127183,120399,128149,70221,148968,73560,197837,39762,213515,225670,108272,108940,35831,170018,63423,100547,16855,70598,153538,119204,62242,195352,64986,154735,111450,125241,,
7724,3369,18623396,777392883,18622719,10011,4580.33,4556.07,5215.92,5418.81,5471.07,5196.82,4666.7,5179.9,5406.02,5388.06,4945.98,5280.58,4992.71,4980.51,5379.34,5208.65,5375.22,4560.56,4557.8,5339.56,4569.29,68252,5317.21,72418,5051.92,475,0.996624660398
7725,3370,18630032,701135681,18619013,47496,32959,42551,4913.44,48581,28532,72895,15189,76558,5057.06,40749,43689,13056,63301,24816,36360,4687.62,25994,53838,42234,25083,76737,17600,48845,39433,44589,,
7726,3371,18636555,203082657,18442413,5359.13,4646.42,4936.01,35798,4679.76,5232.26,4845.82,5224.19,5257.05,28947,4957.96,42939,31900,27215,5489.9,4664.7,61507,5336.65,5073.91,4874.18,40157,4912.39,4926.16,4970.49,4561.38,5112.24,,
7727,3371,18636555,241002762,18625267,4833.06,5314.58,13728,5422.74,4541.19,4757.35,13514,4615.5,4543.05,4561.49,4663.79,15869,5346.54,4633.03,11852,14823,4781.49,12920,5188.9,5039.97,4529.78,4847.11,4888.19,5174.89,5177.33,4725.66,476,1.0
7728,3371,18636555,293087311,18627079,5424.84,4645.88,5161.57,4654.16,4570.18,4610.42,5380.79,5069.83,4654.09,5220.66,14727,5375.71,5376.03,5173.67,4823.01,5170.97,5017.48,4503.72,5278.64,4573.78,5060.2,4765.32,92880,4934.44,67896,4650.81,475,0.993719393436
7729,3371,18636555,414227875,18640121,5077.81,5007.37,5252.13,5005.03,27517,4782.48,14980,5039.1,40178,21822,4826.55,4767.27,4680.56,5493.09,4904.62,23074,5443.08,5297.5,5302.87,5157.15,5331.25,21793,5288.47,5445.19,5313.48,4755.87,476,0.803425292069
7730,3372,18642996,150032120,18596058,59790,53926,43673,39740,35194,29806,44775,16608,26829,33521,50291,44492,23036,37032,42186,44258,26380,38840,42336,22537,24897,34570,141648,207891,168361,56754,475,0.946391476856
7731,3372,18642996,227128891,18636038,11092,5424.18,4696.48,4847.92,5298.99,5013.2,5292.99,5475.06,4524.52,4901.92,10800,4812.95,5416.12,4626.35,5418.62,5057.52,5084.11,4919.39,4550.86,4876.35,5404.13,5471.97,4885.85,93752,43570,4648.9,,
7732,3372,18642996,498279419,18641976,18541,15254,18602,15967,17744,18826,15022,14120,17973,19872,15026,19110,15341,18178,4560.96,19331,13859,18558,21297,23138,19100,21001,5352.38,5109.68,5233.35,17322,,
7733,3373,18649347,143035141,18721901,5351.21,31679,41240,33835,24391,33662,37605,28612,32271,19296,5188.6,4831.76,4972.47,5238.37,4692.28,4533.44,5434.26,4687.12,4748.28,4977.47,5240.04,4536.7,5318.51,4628.46,5019.13,4663.88,476,1.0
7734,3373,18649347,143069977,18682812,20198,22451,20256,20017,17420,16298,28945,18784,16569,19914,20930,21210,13758,18267,23367,17339,19224,17567,19768,20681,22506,20237,21749,27998,22871,21725,476,1.0
7735,3373,18649347,147066544,18623107,5119.59,11708,5253.58,10786,10368,12390,5249.37,4918.59,11623,15771,14546,14167,10140,10286,15535,15803,13824,5021.44,4821.53,5113.95,17311,17182,5221.5,4935.01,13401,4920.92,476,1.0
7736,3373,18649347,473229126,18632897,5313.76,5308.86,5068.59,5457.09,15900,5278.33,4844.42,5191.3,19857,4519.9,4734.67,5445.93,5154.67,4953.82,4993.17,4741.01,5191.69,5024.29,22217,4894.7,5271.14,5389.52,4999.17,4813.82,4505.84,5314.01,,
7737,3373,18649347,497277161,18657277,69320,57743,65306,62155,67537,68530,61109,62130,64046,79867,54571,58082,40847,65567,74265,69142,44499,61838,80977,80968,70862,72478,4798.84,4631.16,5311.88,60585,,
7738,3374,18655634,233102722,18644170,4644.13,5125.28,4793.34,4830.85,5193.4,5116.94,4807.24,5469.23,4644.4,4951.2,5014.18,4971.93,4727.02,4783.54,4919.95,4879.25,5016.93,5255.57,5100.65,5241.09,5043.42,5370.82,57111,39478,61645,4939.83,476,1.0
7739,3374,18655634,365144958,18714509,11219,4573.95,5158.7,5045.62,4864.68,5405.79,5356.17,5235.07,4602.46,4575.29,5131.02,4978.7,5087.59,4658.69,4508.19,4820.08,4607.22,5061.35,4878.2,5106.48,10366,5341.88,15066,39764,57191,5474.91,,
7740,3374,18655634,385112701,18519956,5286.76,4514.15,5203.01,4841.84,4895.16,4791.12,4710.02,5349.09,5328.51,4707.58,5309.64,5495.42,4508.19,5452.25,4561.37,5233.5,5085.05,5214.85,5192.24,4724.63,4548.81,5002.17,21830,19095,24714,4721.79,,
7741,3374,18655634,391123993,18636840,12909,11706,5240.47,4519.21,5101.23,4776.64,4514.79,5257.28,5192.36,4509.15,11285,4554.67,4998.87,5128.82,4733.26,5173.66,5003.23,4974.07,4945.37,5444.58,5463.2,5199.25,57085,50523,67291,5313.68,,
7742,3374,18655634,410138641,18646073,4635.49,5236.55,5381.32,5318.52,5239.8,5256.96,5082.46,5010.99,4787.21,4777.66,4908.66,5190.38,5049.85,5040.64,5211.85,5156.72,5323.19,4825.53,5387.58,4892.15,4940.58,4981.45,55144,38852,60828,5085.15,476,1.0
7743,3374,18655634,545250183,18637171,4906.54,4693.44,5058.4,5013.12,16814,5285.12,4538.64,4594.81,19776,5256.82,5031.51,4703.03,4562.12,4982.15,4929.95,5044.27,4655.81,5122.01,19801,5291.67,5191.8,4712.63,5420.16,5170.7,5116.74,4550.67,,
7744,3374,18655634,607149475,18367787,5270.03,14911,12840,19496,13235,5010.66,13813,4756.27,4502.54,10335,4880.68,4721.52,11978,4875.27,5225.29,5479.74,4930.87,5123.41,4869.69,4934.18,5224.82,5250.23,5302.89,4961.7,21828,4966.6,476,1.0
7745,3375,18661833,101024155,18679921,4518.17,119436,5013.66,4616.95,141516,5378.62,4859.23,4784.91,5288.03,4971.38,4776.21,149046,5056.15,4936.57,5336.5,4662.57,5483.69,4737.29,4876.5,138165,5245.4,112475,4539.27,4675.15,5015.38,4941.92,476,1.0
7746,3375,18661833,177019424,18575861,5219.03,5292.96,18828,15617,22229,22459,25108,5260.7,27018,29779,4514.64,22203,12959,23814,4972.5,19104,4662.04,16060,25199,4556.16,16689,17135,5262.83,5175.68,5036.53,4661.86,476,1.0
7747,3375,18661833,181050690,18566323,25379,30944,41550,42072,37779,32580,45297,34431,29143,33181,29840,26652,28152,26045,28781,22049,22042,24761,4974.58,21477,25966,38073,34279,15818,33337,31844,476,1.0
7748,3375,18661833,368215485,18596215,19005,4874.53,22083,23282,4945.01,21779,13825,16875,5242.53,18817,13531,14117,18432,22151,32311,15631,16348,21382,5465.85,11717,19632,5494.41,5259.98,5285.18,5404.21,16970,,
7749,3375,18661833,409134888,18643866,63951,61366,21682,18906,17793,17067,21871,21542,14731,13142,60279,16939,16269,19136,20387,15428,18406,20095,10922,13342,21790,14760,298464,237798,334042,56971,,
7750,3376,18667994,152011444,18664554,38649,36860,39365,34172,32236,28225,40333,29196,28058,32635,32170,32533,26172,40277,30729,30872,23991,30193,30419,28994,32889,28139,49635,38314,34740,35969,,
7751,3376,18667994,167034637,18656922,70515,4919.53,71426,57404,60703,51201,69845,58945,49889,57615,58632,54270,48658,66248,60144,55173,44088,57012,57697,49504,58516,5069.57,85847,5263.16,4803.65,4932.17,,
7752,3376,18667994,201103577,18659180,15978,15326,5079.96,5075.71,5442.39,4677.19,4857.75,4974.51,4773.16,4553.82,10406,4580.14,4958.71,4511.59,14347,4551.21,5243.88,5443.45,11188,5313.17,10548,10684,11275,33705,22328,15105,,
7753,3376,18667994,274893799,18674204,4611.9,437822,454619,464559,4733.87,5031.75,312285,475020,471585,466383,455208,453774,482708,431987,435490,453304,510208,457781,450607,491545,452560,415834,4807.59,470366,4659.14,451455,477,1.0
7754,3376,18667994,281066437,18654427,22138,21225,25296,19898,19307,19377,20656,19075,15894,19057,19709,17952,15306,20323,13883,15672,15128,15967,18436,15981,19487,16241,33966,25269,32047,22654,,
7755,3376,18667994,296076996,18662197,29997,24659,5185.59,5132.37,4701.47,4839.93,5364.73,5374.69,5365.83,5397.57,25703,5307.8,4504.02,5418.35,5315.45,5355.76,5319.68,5224.86,4831.31,5103.86,5239.81,5171.26,157761,110601,106471,25820,,
7756,3376,18667994,338205322,18673057,4691.93,4865.28,4928.75,5019.96,4535.91,5207.4,4663.63,5059.42,5271.71,4912.23,4846.92,4841.2,4680.52,5181.22,4904.35,5387.95,5024.85,4736.07,11288,5419.14,5009.31,5168.86,18301,5011.69,23063,5386.42,477,1.0
7757,3376,18667994,585182068,18652761,21540,17120,4888.5,5087.09,4506.44,4629.99,5156.83,4869.99,5134.99,4949.06,19937,5119.31,5099.26,4623.05,4628.69,4836.7,5100.74,5472.9,5035.01,5387.79,4563.55,5148.33,92530,66485,115223,19075,,
7758,3377,18671074,92050194,18626201,13911,5347.99,11472,11439,11872,5039.61,10040,14018,11985,10759,12290,11315,11602,4944.25,13488,5478.87,13457,4699.66,5230.05,4834.66,10377,11861,5076.07,4551.58,4601.46,10912,,
7759,3377,18671074,115039917,18738862,43102,37934,5379.54,4940.58,4937.78,5046.47,4745.36,4653.12,4879.73,5230.94,37639,5105.25,4746.87,4836.94,4985.11,5174.59,4901.55,4701.04,4582.48,4750.5,5180.2,4952.13,179280,108353,178628,45533,,
7760,3377,18671074,129058365,18667091,39107,35184,35081,35729,25360,32368,29736,33183,24760,29211,34650,31506,30219,30693,39937,34022,5474.03,5198.87,30295,35942,39010,30497,36472,48474,5039.19,4981.2,477,0.837828094264
7761,3377,18671074,206045944,18832649,17649,4960.24,4776.09,5029.79,4865.39,5496.35,5181.36,5432.93,4853.45,4903.16,4848.06,4662.07,4568.66,4576.48,4509.77,5490.11,4686.7,5107.76,5419.78,5342.04,4833.51,5228.22,31390,33049,4928.82,5233.65,,
7762,3377,18671074,249063965,18689350,10697,4711.02,5459.94,4819.34,5478.92,4658.01,5466.78,4967.74,5246.89,5428.34,5494.93,5370.67,10944,4937.47,5259.34,5475.76,12802,5347.5,5466.38,4541.84,5267.11,4977.6,5325.69,5350.6,11229,4949.9,,
7763,3377,18671074,337201813,18699619,4903.02,5169.85,55246,4880.17,52890,4804.01,58232,4660.07,5479.43,57853,5338.96,4907.03,4531.59,5155.58,64009,59406,5143.32,54807,5311.01,4926.27,4563.88,4795.12,5000.89,4990.42,108482,5354.85,477,1.0
7764,3377,18671074,351217377,18665719,550557,514166,5485.74,576627,4909.58,5204.14,4876.22,464074,4620.01,470841,485021,693411,5412.24,756001,875492,681073,582183,779489,4579.42,614372,685024,459546,5131.4,5207.94,4684.66,530740,477,0.815034389615
7765,3377,18671074,365233398,18682721,5433.14,5197.47,4846.54,4716.99,4723.66,5124.04,5249.91,4732.68,5170.24,4883.59,4777.24,13169,4832.44,17149,16692,10877,4906.07,16459,5363.43,4649.83,13286,4820.13,4728.25,4511.93,4830.63,4626.85,477,0.876355654679
7766,3377,18671074,367211823,18665184,78867,70546,97353,121519,51907,70068,74030,75015,50287,72841,70909,78399,70650,98934,144265,71219,74399,101158,61473,70349,93698,53339,60860,30963,4909.93,85943,,
7767,3377,18671074,474217194,18670137,16299,5049.81,19751,16995,19785,14598,21913,16982,13433,20888,4996.21,16528,16895,18193,17298,14421,13745,14236,15645,12036,12416,12894,4907.15,4941.6,4733.23,5100.42,,
7768,3378,18678207,98024467,18666529,187428,199243,169867,173888,5315.92,4577.6,5331.8,152998,4651.15,4859.2,165369,4557.93,5464.35,4905.81,197318,158671,150739,163409,168682,163205,194060,150420,214136,285438,230087,168027,477,0.898062316581
7769,3378,18678207,99044899,18675798,62857,52504,49783,66107,4752.09,50693,5131.05,47121,5131.18,5155.07,60366,79649,4850.31,85856,102502,66849,50918,105317,4787.08,80328,77183,4721.65,37328,40846,22560,60800,477,0.814457597086
7770,3378,18678207,116035278,18667187,41983,42931,37503,38613,33096,33523,4975.38,35102,29514,37606,41896,5165.55,30210,4971.64,42991,35480,32679,35270,38174,37260,40808,34936,5044.85,74453,58959,41555,477,0.932605851284
7771,3378,18678207,116050499,18666768,558071,569174,464619,493817,429107,432696,426168,453839,340620,452341,510240,469881,395967,426664,574335,479644,454020,483820,503130,507858,559717,422990,617563,811427,651504,515669,477,0.884927387715
7772,3378,18678207,142066025,18667407,181569,175610,151952,166010,135964,144732,138343,152605,113432,142853,165159,156572,132190,145048,186804,156764,149455,158354,159216,164473,184514,150437,195025,250439,204696,165271,477,0.90524691698
7773,3378,18678207,159092590,18667700,61790,64559,58191,62306,52146,52402,51931,50490,37759,48731,60656,52922,45007,52199,68530,54745,53389,54229,56617,56385,61819,53848,69356,99637,82225,59345,477,0.92200467901
7774,3378,18678207,203082550,18668433,320307,303761,244673,276321,234731,234854,234835,238913,189509,254209,280265,249341,201494,241998,319043,257125,232749,242129,276508,270508,303818,249763,331972,544773,408597,281320,477,0.852002635295
7775,3378,18678207,221045578,18524030,16881,5157.11,5261.1,5248.79,4780.55,4531.69,5484.55,5022.18,4515.96,4778.77,5113.38,4945.93,5079.32,5334.36,12210,5172.38,4729.63,13207,5135.47,4845.59,5346.52,5392.12,38701,28659,37396,5381.27,,
7776,3378,18678207,245092926,18670116,421629,354704,287975,313708,274300,255066,276884,265935,209429,283750,334999,290396,210225,281568,407598,310079,251919,286157,342255,319318,368912,294330,473073,821024,619963,356081,,
7777,3378,18678207,246096298,18669874,59614,50842,40522,48904,39927,38312,40550,37859,27816,41927,47881,40205,30201,41099,59405,43147,34959,40825,49165,46889,54586,39842,72227,117597,90880,50309,477,0.84697628477
7778,3378,18678207,267074829,18667009,136044,119302,121571,136675,110972,117515,108977,129393,86451,111894,129562,116131,123425,110654,147425,118476,134836,130834,116747,131959,151906,113790,114975,146113,122920,124950,477,0.819578442256
7779,3378,18678207,317175232,18720566,30801,29688,4716.42,5168.47,37486,41625,27206,5199.49,30544,4567.73,30567,30402,49547,33487,4681.38,39863,40347,23979,31269,36147,45570,31367,33441,5004.09,12048,36302,,
7780,3378,18678207,361165131,18539176,72157,56254,26875,25485,42665,25038,30727,18100,38064,33474,58246,30722,19520,31246,30520,41034,20162,25348,52892,28533,27248,5014.33,184332,229778,246365,62922,,
7781,3378,18678207,362168213,18671962,10759,5041.77,5411.13,5267.61,5100.34,5193.77,4756.54,4619.9,5412.8,5262.76,4966.61,4748.22,5436.67,4968.59,4873.5,5484.97,5158.55,4922.26,5157.23,5101.66,5202.22,5264.85,38263,48241,52764,5381.55,,
7782,3378,18678207,386196472,18701170,4701.31,5327.67,5228.37,4996.06,24750,5387.2,4968.92,4592.16,27578,4748.17,4735.77,12525,5257.7,4668.75,4732.44,21110,5058.46,5268.75,34809,5342.87,4951.97,4573.05,4531.04,4551.81,5032.83,5371.18,477,1.0
7783,3378,18678207,399184387,18678478,18574,14075,20288,19645,21013,17232,19994,20392,18536,18834,4585.38,24476,17030,20046,23020,21535,18011,18540,22766,20680,23300,17044,4853.5,5040.67,5472.82,17680,,
7784,3378,18678207,523222229,18713134,61761,47242,26330,61622,25336,17995,24198,28648,23843,4699.41,49938,11052,49715,26884,39097,12354,12020,10517,34002,25376,31027,23122,151658,203514,215046,52439,477,0.828620426957
7785,3379,18684261,130066238,18671582,93811,90334,82323,85913,70392,70189,73766,78886,56604,73790,84624,80907,69567,73456,96337,79820,76249,81701,83266,80903,95426,79492,92157,128472,98663,82201,477,0.926028884381
7786,3379,18684261,179056366,18733723,40321,39493,43704,45655,38183,33592,49386,42429,29253,30883,38041,44227,39296,48138,47404,42847,4927.39,48101,35885,34603,49415,29671,4546.18,4799.09,5206.04,45298,,
7787,3379,18684261,186056229,18664124,22746,22722,19653,18772,18833,15247,17548,20414,14506,19355,5143.12,16825,17487,18630,22935,17912,5427.36,18824,20033,20771,19866,20293,19679,4600.11,30459,22094,,
7788,3379,18684261,204085999,18666133,35752,37293,31424,36226,30415,29206,27445,29386,23075,30017,33511,29235,23560,29614,36687,28249,29053,5497.12,31935,31580,35095,30224,46391,66071,49880,34431,477,0.87132390947
7789,3379,18684261,305087463,18677377,5298.81,5190.28,4638.89,20121,4636.01,5262.78,5469.32,4612.69,5027.76,5184.56,5474.68,24637,11296,26592,33524,5336.92,17414,30929,5421.18,18857,24504,5093.3,5108.65,4729.14,5256.75,5433.01,477,0.81917382716
7790,3379,18684261,417195068,18684591,315524,281319,329761,295739,324883,292794,337607,322312,290235,315539,268405,380374,267667,367241,371229,341998,278191,343314,356013,338024,361806,291778,5465.9,4858.73,4564.96,298244,477,0.876889558209
