peak#,scan,retention,mass,clusterId,centrotype,membership,clusterId,centrotype,membership,clusterId,centrotype,membership,retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973
5909,2281,12791904,7.53E+08,,,,,,,,,,12653387,55914,27316.55,57939,26426.1,25227.33,27348.75,24730.59,24894.01,24194.56,25999.31,134221,24439.58,53580,24581.82,135003,22524.85,22999.71,24404.23,25109.48,67684,25457.54,23003.26,24654.54,25297.04,26744.1,157427
5910,2282,12796248,8.97E+08,,,,,,,,,,12739393,24925.13,25339.64,53774,25135.54,26378.2,62589,54637,22507.98,26591.62,63105,57532,23218.99,26479.48,27231.37,68536,26831.08,76357,22786.69,23593.87,110910,26768.83,23921.98,27134.95,24018.09,26421.22,56403
5911,2283,12800570,5.32E+08,259,5921,0.953211384,,,,,,,12734863,855015,998536,983151,1083449,987130,960843,1144662,972463,949771,1045406,1002223,916329,800309,878367,895852,912211,800544,773344,789832,932447,769962,796179,995163,960465,946634,943269
5912,2283,12800570,1.02E+09,,,,,,,,,,12788516,128112,121286,26133.17,124543,135403,78645,136385,86054,23454.16,25617.39,63592,23700.33,126384,130412,144646,124699,116869,111858,98551,27355.44,96009,24725.89,97296,111110,116436,155065
5913,2283,12800570,1.07E+09,,,,,,,,,,12436830,88341,107319,123176,112297,119754,118076,98940,61956,26962.85,162344,120887,105347,123812,112867,26404.89,23527.53,119757,76959,129695,150003,136487,26449.73,97031,121960,125323,90081
5914,2285,12809262,1.92E+08,,,,,,,,,,12818398,24189.29,804388,23384.23,24204.57,1468309,25441.24,26878.93,25915.29,27483.61,25767.31,26544.22,26515.19,25634.73,26627.93,23874.13,23089.24,23267.49,27103.8,22992.83,23168.12,1399099,26448.8,27147.45,23723.21,25285.58,22897.47
5915,2285,12809262,8.85E+08,,,,,,,,,,12668270,27430.55,23637.5,57998,97301,84369,22744.38,95138,25967.54,64209,22803.64,26330.58,23163.18,51834,23909.22,22531.47,22802.5,25942.21,22992.67,23056.7,23510.71,24447.89,25911.22,22715.75,22633.2,104352,24054.35
5916,2285,12809262,8.96E+08,,,,,,,,,,12786584,114680,152571,25174.25,26466.86,25228.31,129530,149026,24718.16,158657,23888.9,25780.96,124506,24040.63,25687.48,130811,26903.94,148070,148562,27394.98,26307.83,25879.1,138991,131121,25593.23,26797.12,159446
5917,2285,12809262,1.07E+09,,,,,,,,,,12483612,116429,128411,139002,119796,141729,164614,136296,129289,137738,122702,140852,120544,135229,25444.47,124617,136198,170484,23815.85,117465,22706.16,156609,128539,129101,139856,131116,128792
5918,2286,12813604,5.30E+08,259,5921,0.99564376,,,,,,,12757409,16787050,22309062,19297572,21641406,21545664,19601172,21650322,18350010,17768596,19568528,17795080,17261308,16306366,17890140,17924896,16343616,15459507,16442801,14791250,17201426,16355791,15510225,19049518,19589794,18234572,16529708
5919,2287,12817927,3.67E+08,,,,,,,,,,12663190,25236.05,24856.01,27407.42,70058,24732.01,24317.54,23124.98,24091.33,24430.61,22749.06,124737,63205,109927,25939.6,25986.47,23730.3,71191,22855.3,23401.14,113210,23875.7,23657.85,23452.44,26406.1,23435.37,22904.83
5920,2287,12817927,4.92E+08,,,,,,,,,,12674383,23077.63,61830,79113,57440,22559.23,70234,23123.13,23993.24,70956,91130,61687,23189.19,65042,23143.48,26402.49,50491,23909.04,102509,23015.38,23319.72,25878.9,27027.67,22846.37,97609,58866,27220.18
5921,2287,12817927,5.31E+08,259,5921,0.999955206,,,,,,,12747978,3391228,4383340,3829386,4235541,4150942,3596786,4147179,3668733,3742763,3697709,3446373,3652129,3294224,3167392,3371886,3206472,2880203,3047723,2996157,3294077,3014243,2920911,3737296,3804625,3637131,3425704
5922,2288,12820089,6.47E+08,,,,,,,,,,12804573,494605,476583,598206,535310,530155,23672.41,22527.07,551046,461801,512029,454324,699421,548538,628127,481728,531424,440671,543111,448553,493311,551983,430998,26321.86,23930.06,26679.86,506614
5923,2288,12820089,6.48E+08,,,,,,,,,,12805505,150181,159785,191499,117007,146559,143801,255472,172338,134179,25597.12,124217,224710,188821,174271,179071,151522,121652,172171,175145,145606,150207,136127,25420.93,26919.64,26805.39,172367
5924,2288,12820089,1.07E+09,,,,,,,,,,12883645,69612,26487.98,68894,72980,66449,69910,75284,25301.06,108702,23751.9,25190.12,68377,66381,25998.01,67205,22868.57,24258.9,27182.79,56056,25869.92,22683.47,69077,26568.69,67879,56251,25178.03
5925,2289,12822254,7.19E+08,,,,,,,,,,12571096,24523.03,59082,64758,63104,69548,25376.01,95312,55131,100621,143717,65315,22650.09,83199,24839.43,59134,27084.82,23427.25,25736.43,24689.28,26791.1,26801.96,22989.64,24881.46,23743.1,56025,25705.05
5926,2290,12826570,5.07E+08,,,,,,,,,,12828192,23789.16,26572.36,24787.16,23766.03,55236,26005.07,23792.98,25601.6,26660.66,52327,26069.62,62052,26710.7,22718.31,25991.63,26636.24,23577.1,25695.21,27480.28,25129.98,25731.04,23330.64,25408.68,22798.53,26920.29,26325.04
5927,2291,12830881,3.97E+08,,,,,,,,,,12871150,101332,77547,81765,26598.09,79466,79071,67982,22719.23,73246,88002,23452.26,85344,64492,71673,75708,103006,22792.29,90795,78534,92810,55104,101798,26785.13,68550,88874,101762
5928,2293,12839527,2.94E+08,,,,,,,,,,12826369,54308,71475,98696,68961,76624,64017,149691,109618,59469,57342,26254.98,150520,107327,107564,69003,24395.85,65722,70452,59286,23602.59,83090,24800.67,27469.03,23428.58,23045.72,67895
5929,2293,12839527,4.94E+08,,,,,,,,,,12814227,23605.54,54866,25870.15,22639.31,25285.84,26275.66,24971.38,22589.76,25523.16,22932.68,26424.95,23712.74,25220.75,26149.76,57286,25547.29,26329.21,25487.34,81919,55957,23442.04,26387.18,73818,26756.51,67104,61684
5930,2293,12839527,5.06E+08,,,,,,,,,,12822884,64110,151550,184638,171572,153343,136590,159083,151589,81613,115891,127767,23991.29,117372,119956,157999,24600.02,51091,76654,25623.03,22637.78,26497.03,26948.8,25638.87,26337.65,27232.31,81828
5931,2294,12845916,4.54E+08,,,,,,,,,,12825630,27039.09,253751,126208,119141,25501.83,23909.36,64838,24359.89,25114.41,26285.88,26956.91,25339.7,66487,67313,59770,23775.99,24567.82,23247.72,26826.9,25808.7,24083.55,24120.26,23210.75,26001.8,25708.76,26390.78
5932,2294,12845916,7.20E+08,,,,,,,,,,12845558,23779.45,24820.35,25550.04,23143.99,22712.93,54917,27096.95,23655.81,25900.45,26789.86,24892.67,25447.24,27293.14,27099.77,55766,23854.17,25657.54,24670.59,25224.64,24588.59,23339.61,55569,26683.52,23561.13,26383.14,25701.95
5933,2294,12845916,7.34E+08,,,,,,,,,,12851548,188130,338857,267309,258183,269183,129672,277013,161911,212082,158857,148475,23852.01,23047.76,239183,215052,27145.61,64320,209624,195853,229390,111263,168775,233185,193893,197845,135015
5934,2295,12850262,1.33E+08,,,,,,,,,,12727882,24757.26,22782.05,208393,23939.43,256879,106100,120977,97160,120507,116638,22926.46,235682,84908,241427,23503.8,23230.87,84995,210348,23897.47,25258.57,259008,24503.03,221534,118416,23174.79,245955
5935,2295,12850262,4.03E+08,,,,,,,,,,12816883,25229.75,26094.43,58722,25249.73,77149,22870.07,23215.46,26833.95,25432.93,25545.17,27126.44,22585.98,24386.57,60942,51781,26065.71,23194.42,25382.82,24895.9,23461.05,26073.06,26989.18,22705.87,25056.81,24561.33,24567.26
5936,2295,12850262,7.19E+08,,,,,,,,,,13011095,60675,152679,116931,151333,133218,128344,97047,116502,115638,84351,108501,112411,88225,103730,115325,119476,109669,109384,88066,107701,95958,96304,110456,149361,25431.88,111402
5937,2295,12850262,7.30E+08,,,,,,,,,,12857410,352229,332433,333356,280046,235832,270411,282702,267471,269712,331522,350881,341723,338553,331134,368315,347878,277237,347860,266919,372739,362885,355652,403681,391306,344355,300106
5938,2295,12850262,7.35E+08,,,,,,,,,,12855346,115895,159862,118111,109213,154827,115176,137291,152185,150367,128387,131966,152014,148790,115367,124160,129340,24405.86,83959,24226.01,23532.44,128571,23778.9,87031,151447,23914.41,105360
5939,2295,12850262,7.45E+08,,,,,,,,,,12788120,24600.78,91645,113581,25469.63,103488,110644,97435,112103,93884,105625,24323.05,130318,134771,115325,89035,91535,68024,102311,177083,99477,144725,93312,116843,119154,27227.58,132834
5940,2296,12854587,2.93E+08,,,,,,,,,,12828540,637900,651122,900704,704308,770536,725903,1089619,826438,681996,763150,629319,987014,794983,779934,630428,715999,629434,739073,595532,604689,710830,609266,25938.16,27340.8,22712.82,652364
5941,2296,12854587,5.35E+08,,,,,,,,,,12845033,24371.2,24665.66,23985.35,23978.79,303255,23781.81,26146.62,25576.66,315774,25135.41,26951.51,26342.45,27115.27,27097.48,25492.99,23861.94,25223.05,26682.85,407473,24259.43,25263.36,24997.64,26466.31,26912.01,25493.79,24151.33
5942,2296,12854587,5.42E+08,,,,,,,,,,13052886,25172.63,25184.9,124176,22832.94,25878.07,22838.55,27488.74,118448,24503.35,23601.19,24733.47,22568.17,111978,24064.82,25800.3,25674.6,22512.63,27149.73,23001.38,26742.65,85394,23309.6,23584.76,24354.22,66242,26158.96
5943,2296,12854587,5.60E+08,260,5943,0.999955206,,,,,,,12830342,25515.98,62227,24944.76,23951.99,202647,114563,25134.52,27316.53,226141,186879,23526.83,23569.07,25960.72,25773.6,24923.08,69990,24530.24,24150.64,252236,187051,24092.22,185851,26293.83,27440.15,23185.25,25760.22
5944,2296,12854587,6.58E+08,,,,,,,,,,12868355,23812.25,23183.34,22562.23,24966.26,23586.1,86279,23995.75,104661,24739.69,26152.38,23021.44,26915.44,79048,24416.53,98981,27359.53,122125,23195.42,24628.96,103216,24236.21,27149.13,26520.02,25932.91,22800.43,23420.02
5945,2297,12858950,4.45E+08,,,,,,,,,,12882462,338532,296171,251366,266324,242367,292335,266854,260678,311805,266880,23315.08,280276,284241,25969.37,296943,311585,289802,338650,345178,93080,356339,313876,285422,373809,374007,361110
5946,2297,12858950,5.45E+08,,,,,,,,,,12806006,25138.37,305888,24145.18,22937.15,119637,25512.69,254635,23552.84,24564.5,25733.85,26784.73,25802.46,26307.29,23601.72,22928.36,241314,282432,22643.55,259176,26945.14,23068.13,23916.22,22916.84,22993.14,25807.07,27361.87
5947,2297,12858950,7.21E+08,,,,,,,,,,12851983,23045.6,156278,23906.07,201000,205063,25183.91,205440,86539,191351,193496,22901.81,218702,208682,204789,205562,214004,190611,197567,240025,183250,216013,27357.4,137296,169603,154737,219392
5948,2297,12858950,7.39E+08,,,,,,,,,,12867945,178465,25619.52,148222,100929,81296,137427,173206,163623,89605,132389,22722.08,161759,129517,112892,191331,184427,26849.21,209388,197669,176362,207558,23118.71,212973,192360,198469,199219
5949,2298,12863260,1.14E+08,,,,,,,,,,12916321,58653,25829.56,23559.73,70322,22801.53,26655.43,67632,70439,27244.66,67736,26727.83,24475.31,70271,25019.84,25139.82,80626,71491,24781.37,27455.89,26817.7,22786.4,23655.85,25139.67,24831.04,23711.27,82763
5950,2298,12863260,7.29E+08,,,,,,,,,,12844644,952050,915251,931698,851676,649326,872566,887527,905032,946604,841416,918769,915480,912038,986543,984347,652009,898245,964611,1053114,1039639,1032114,933433,279102,1026539,575165,1073404
5951,2299,12867591,1.61E+08,,,,,,,,,,12809417,484158,498614,23448.68,24970.29,498453,24164.19,490752,447723,448486,468781,461890,483402,25524.98,23561.57,23360.36,513079,433139,478127,490303,452943,26603.08,26156.04,531617,556530,494419,466449
5952,2299,12867591,1.81E+08,260,5943,0.979917944,,,,,,,12864163,193644,163030,85358,26901.12,613243,211020,119317,25940.77,734510,315468,156332,97406,190089,83844,84457,299643,26481.07,94458,752087,234736,22930.86,304616,101770,26322.56,83154,166736
5953,2299,12867591,3.65E+08,,,,,,,,,,12848544,149604,136016,149988,27403.12,182139,24788.96,182312,174880,190087,164259,137132,186952,174430,161208,162409,189244,150294,164915,139293,137062,24838.73,177429,51678,27108.56,59782,136583
5954,2299,12867591,3.65E+08,,,,,,,,,,12848807,25426.5,24403.03,225727,23825.1,23528.03,23987.09,24870.68,23055.33,26103.34,25953.54,23590.28,26401.9,24421.78,274620,27246.97,24783.53,23600.66,317940,24771.69,27180.99,25524.51,24023.56,23903.91,251030,25704.28,26764.03
5955,2299,12867591,6.08E+08,262,5972,0.975059029,,,,,,,12846919,23946.95,22923.1,27423.98,24981.45,25449.38,26871.86,24418.77,25914.85,27050.59,23488.58,24467.33,22609.73,23347.35,26104.25,23079.71,24994.15,25539.76,25098.26,23875.15,24191.63,25119.76,24802.1,77494,92334,56596,24099.21
5956,2299,12867591,6.10E+08,262,5972,0.951938514,,,,,,,12865052,24372.9,133032,97587,103783,105574,113383,129786,24233.52,86013,26386.68,131892,118460,90188,97945,137750,158008,95502,133673,181076,87851,132917,140322,251652,319357,297036,175357
5957,2299,12867591,7.05E+08,,,,,,,,,,12837710,9305119,8843934,8169349,7555855,8911959,7843500,9838473,8234027,6736374,8366310,8357391,8944451,7268000,8868229,9408914,9026106,6398365,8273446,9331925,8072056,9189944,7502610,11057269,10234825,10096784,8432218
5958,2299,12867591,7.31E+08,,,,,,,,,,12806998,27172.57,24719.05,109568,81413,24534.16,23242.12,23939.55,67727,26348.29,51637,23932.34,67147,23476.44,26058.43,88971,80984,26353.04,24231.08,77184,25005.85,24012.61,25691.94,27306.58,26587.71,75756,57063
5959,2299,12867591,7.41E+08,,,,,,,,,,12854610,316969,26938.48,293122,259302,305549,277195,346375,282965,261655,305628,258182,279610,243723,305433,25855.91,288558,239551,247315,394035,290127,299863,329981,230734,23831.31,267682,267455
5960,2300,12871935,1.00E+08,,,,,,,,,,12984682,123418,105665,175739,145728,24500.79,65254,179180,72141,65515,83461,122210,89580,25467.58,197314,165627,26838.38,57710,178114,24338.04,122897,183554,26161.4,129739,100122,64740,101097
5961,2300,12871935,1.52E+08,,,,,,,,,,12934986,123078,25616.9,92034,27266.7,26290.9,26052.13,26819.55,26347.43,23052.62,26657.45,23724.16,24459.11,71646,109737,76284,67478,103926,105039,112610,26068.52,66955,117918,63779,76450,77223,26683.07
5962,2300,12871935,3.64E+08,,,,,,,,,,12849263,422964,446974,499173,534766,25172.74,529699,505405,501023,542700,504789,492659,535340,470417,556656,488368,550867,493183,533480,501794,476464,559091,549248,257566,178866,276160,477205
5963,2301,12876264,9.90E+07,,,,,,,,,,12885117,113674,24331.48,23105.46,25549.72,24651.9,26510.93,24440.15,103502,26490.84,26501.12,24604.16,24213.2,25069.54,22973.97,24391.87,125175,23788.14,26027.8,123279,24030.91,63366,109659,24146.54,133098,91948,26947.03
5964,2301,12876264,1.09E+08,,,,,,,,,,12828230,160829,26743.47,23413.19,26449.21,154869,23717.14,157758,23933.29,25515.51,25627.69,26130.33,23096.01,25568.58,26307.46,116120,23274.92,137475,22821.82,131468,88645,26926.06,25145.77,100069,88990,25111.63,116353
5965,2301,12876264,2.06E+08,,,,,,,,,,12853908,526522,599089,214888,26966.62,1174431,844337,291552,113852,1716522,1329406,558137,318247,127304,244157,22943.7,757057,71454,133051,1579953,1269529,84763,1438131,26622.39,26928.34,23824.78,515719
5966,2301,12876264,3.00E+08,,,,,,,,,,12887726,55810,25329.07,22547.57,51326,23854.64,24005.67,50420,54151,24594.91,23697.56,26329.4,26711.87,24269.92,57459,56087,24972.1,24875.59,22872.08,25316.66,22785.77,26048.36,24745.29,22827.16,66327,23299.06,26287.92
5967,2301,12876264,4.16E+08,,,,,,,,,,12872183,2765652,2888592,2858110,2831218,2844852,2797034,2892922,2897953,2786893,2682322,2750948,2879160,2805639,2775312,2803214,2853389,2796307,2738960,2908387,2662997,2880196,2725824,2643801,2691896,2782751,2829260
5968,2301,12876264,4.18E+08,,,,,,,,,,12920342,23732.41,22510.17,91209,72078,23310.33,85534,86375,71622,88268,71255,83483,75336,86053,75810,73452,81565,69957,75188,22587.1,71482,26511.01,72838,25531.72,27383.16,22923.27,24275.71
5969,2301,12876264,4.43E+08,,,,,,,,,,12882644,7971842,6297875,6195841,6363623,24702.5,6218436,6350645,6053288,6966246,6062517,6552012,6317031,6688953,6551317,6979820,6840674,8148409,7540729,7481448,7745474,7510091,7321665,6713547,7712781,23419.84,8593652
5970,2301,12876264,5.07E+08,,,,,,,,,,12827847,25203.81,66476,76844,62435,66272,61077,61222,67921,56179,24431.87,24094.99,61294,74043,26016.11,53789,56349,24631.07,23206.08,26893.72,24146.87,27490.21,25747.93,24221.75,25358.81,25618.79,26856.22
5971,2301,12876264,5.57E+08,,,,,,,,,,12862676,327514,500879,408542,393644,301954,375497,25874.24,378203,240465,310218,354874,303635,301760,23318.76,319663,289365,183792,295373,319898,264468,318693,280618,404088,393834,340616,296722
5972,2301,12876264,5.81E+08,262,5972,0.999955206,,,,,,,12852882,90786,52116,27274.48,26535.31,26454.67,24969.39,63188,22849.06,25121.38,26518.75,26856.3,27251.41,26411.09,25385.12,52480,62722,24730.98,23097.15,90967,24285.71,26934.76,23557.75,128365,188051,120238,65628
5973,2302,12880606,3.01E+08,,,,,,,,,,12888012,60252,80556,75384,22654.91,70911,59482,25176.52,66774,61932,65690,68503,66772,24932.84,26018.46,57885,104347,71376,26938.82,91722,59290,61966,65764,23299.26,52732,80609,70603
5974,2302,12880606,3.68E+08,,,,,,,,,,12869610,303108,180325,195459,237534,192388,242151,22830.79,24663.1,226783,257366,271982,241747,251400,241181,280307,286177,278964,257979,285451,263658,277161,297812,238633,233156,231629,286780
5975,2302,12880606,3.70E+08,,,,,,,,,,12836057,411043,312752,311119,308744,373247,321092,401865,303602,320174,326670,344641,351092,340837,366390,407255,344327,307623,345441,363932,345777,357154,281955,351538,466971,428938,361107
5976,2302,12880606,4.10E+08,,,,,,,,,,12686406,100145,118885,26122.19,85245,25064.78,76640,58726,23377.65,25552.68,54018,81029,22679.04,65499,81626,112084,131573,125073,99181,75872,86412,124898,99056,126488,90012,65550,88407
5977,2302,12880606,4.51E+08,,,,,,,,,,12847553,717147,902214,770753,653890,767165,670761,822835,638634,749937,735791,23117.51,769704,577461,730142,677450,746227,620628,641561,812108,687341,683190,665821,695734,856292,749655,744123
5978,2302,12880606,6.09E+08,262,5972,0.976840636,,,,,,,12866578,601871,445189,329579,26196.8,381710,369203,425638,353457,338057,359034,466230,421578,316081,415068,484239,485361,393548,411992,506221,475469,482535,27260.95,789529,1028925,893599,541029
5979,2302,12880606,6.60E+08,,,,,,,,,,12841119,871732,816239,846237,23150.55,822787,831307,877498,825441,229262,791392,829872,854652,795301,839458,888970,847431,798774,811282,908009,816604,920682,816036,902441,834555,819354,25453.79
5980,2302,12880606,6.61E+08,,,,,,,,,,12857493,1419658,1202104,1214424,1192506,1184493,1216106,1286919,1157197,1177151,1129584,1201940,1274539,1169522,1238673,1306315,1321483,1254437,1265316,1395742,1229240,1380734,1197666,1320503,1294115,1336456,1227532
5981,2302,12880606,7.42E+08,,,,,,,,,,12855800,82312,65348,91992,60900,83672,70108,118185,77958,77769,73463,57086,79852,76511,80712,76835,72625,25570.81,26117.99,26786.89,26142.97,62735,103514,23549.09,25558.32,23791.33,80348
5982,2303,12884954,1.13E+08,,,,,,,,,,12888944,70402,27165.93,25677.24,26077.17,26991.12,25150.81,25301.68,132939,63810,78336,57656,25624.6,25641.37,112607,26089.8,23684.66,105625,79108,70142,25122.44,26228.02,84649,26651.62,55948,53891,26172.22
5983,2303,12884954,1.98E+08,,,,,,,,,,12878663,26765.24,24647.97,66623,26636.25,24685.69,26210.84,54525,58540,59101,24258.69,52609,27379.05,25528.66,51042,81814,25095.79,79474,69835,74764,68479,60830,99133,24223.6,105550,27150.65,81432
5984,2303,12884954,2.06E+08,,,,,,,,,,12863615,67200,25357.69,23210.66,24192.4,23453.28,25498.64,24110.25,25481.37,23880.22,26997.42,24348.92,22554.44,26064.97,24279.28,24832.75,24179.96,22868.33,25728.76,23055.09,26872.66,23917.19,24191.91,25892.33,73314,58294,53175
